1,27,1,"OON"
2,27,1,"OON"
3,27,1,"OON"
4,27,1,"OON"
5,27,1,"OON"
6,27,1,"OON"
7,27,1,"OON"
8,27,1,"OON"
9,27,1,"OON"
10,27,1,"OON"
11,27,1,"OON"
12,27,1,"OON"
13,27,1,"OON"
14,27,1,"OON"
15,27,1,"OON"
16,27,1,"OON"
17,27,1,"OON"
18,27,1,"OON"
19,27,1,"OON"
20,27,1,"OON"
21,27,1,"OON"
22,27,1,"OON"
23,27,1,"OON"
24,27,1,"OON"
25,26.9,1,"OON"
26,26.9,1,"OON"
27,26.9,1,"OON"
28,26.9,1,"OON"
29,26.9,1,"OON"
30,26.9,1,"OON"
31,26.9,1,"OON"
32,26.9,1,"OON"
33,26.9,1,"OON"
34,26.9,1,"OON"
35,26.9,1,"OON"
36,26.9,1,"OON"
37,26.9,1,"OON"
38,26.9,1,"OON"
39,26.9,1,"OON"
40,26.9,1,"OON"
41,26.9,1,"OON"
42,26.9,1,"OON"
43,26.9,1,"OON"
44,26.5,1,"OON"
45,26.5,1,"OON"
46,26.5,1,"OON"
47,26.5,1,"OON"
48,26.4,1,"OON"
49,26.5,17,"OON"
50,26.5,32,"OON"
51,26.5,9,"OON"
52,26.4,1,"OON"
53,26.4,17,"OON"
54,26.4,32,"OON"
55,26.5,39,"OON"
56,26.4,44,"OON"
57,26.5,47,"OFF"
58,26.5,49,"OFF"
59,26.5,50,"OFF"
60,26.5,43,"OON"
61,26.4,37,"OON"
62,26.5,1,"OON"
63,26.5,1,"OON"
64,26.5,1,"OON"
65,26.4,1,"OON"
66,26.4,1,"OON"
67,26.5,1,"OON"
68,26.5,1,"OON"
69,26.5,1,"OON"
70,26.5,1,"OON"
71,26.5,1,"OON"
72,26.5,1,"OON"
73,26.5,1,"OON"
74,26.5,1,"OON"
75,26.5,1,"OON"
76,26.5,1,"OON"
77,26.5,1,"OON"
78,26.5,1,"OON"
79,26.5,38,"OON"
80,26.5,38,"OON"
81,26.5,36,"OON"
82,26.5,36,"OON"
